Source,Target
280477264,"1,10659233290261E+018"
280477264,404150867
280477264,"1,11241521891368E+018"
280477264,80881027
280477264,386505090
280477264,11099982
280477264,60760075
280477264,92248618
280477264,"1,04435738151633E+018"
280477264,14639127
280477264,114391809
280477264,1498293151
280477264,15847399
280477264,198261897
280477264,19069335
280477264,395367768
280477264,5855502
280477264,731717526
280477264,3221748885
280477264,"1,03455779865732E+018"
280477264,"8,50367154067263E+017"
280477264,831694430
280477264,24870529
280477264,13682312
280477264,109086082
280477264,17606319
280477264,15481072
280477264,583450546
280477264,10520572
280477264,14246556
280477264,18084928
280477264,60813875
280477264,23721699
280477264,28320283
280477264,416909756
280477264,143883
280477264,4217023737
280477264,87914521
280477264,"1,13518054548959E+018"
280477264,115660120
280477264,15656207
280477264,195674951
280477264,9181042
280477264,49719051
280477264,135816793
280477264,"1,12940994547933E+018"
280477264,"9,22943158434107E+017"
280477264,122188456
280477264,3167301
280477264,1538841
280477264,"9,51540713564537E+017"
280477264,397689316
280477264,52722878
280477264,"1,03567676238076E+018"
280477264,227928681
280477264,14372621
280477264,117383662
280477264,801743
280477264,117863395
280477264,"8,09127901979214E+017"
280477264,74439449
280477264,"9,1349446656836E+017"
280477264,"8,09788259492569E+017"
280477264,9151782
280477264,"8,33719578152751E+017"
280477264,74184469
280477264,204698478
280477264,14440594
280477264,8610962
280477264,259927826
280477264,35875967
280477264,17518190
280477264,"8,72535841641345E+017"
280477264,"8,51566061573079E+017"
280477264,"8,37030181990765E+017"
280477264,"7,8585183192268E+017"
280477264,"7,27481332431884E+017"
280477264,11736872
280477264,102716909
280477264,2362561212
280477264,15301028
280477264,9463342
280477264,1465659204
280477264,"1,04618535672535E+018"
280477264,35661167
280477264,166667340
280477264,814641
280477264,1690731
280477264,13235832
280477264,"1,02397476348656E+018"
280477264,1648999932
280477264,"7,800981971968E+017"
280477264,556162290
280477264,23549334
280477264,587363563
280477264,"8,87680503637307E+017"
280477264,67430296
280477264,46654180
280477264,151595062
280477264,686993
280477264,743203
280477264,3595439354
280477264,5766592
280477264,81254246
280477264,2801974764
280477264,44553220
280477264,"9,6631327519248E+017"
280477264,368518908
280477264,3129095903
280477264,15376576
280477264,4055905875
280477264,10199822
280477264,3315033968
280477264,16130949
280477264,8135682
280477264,9309912
280477264,5574792
280477264,34212459
280477264,11176042
280477264,121449541
280477264,873639554
280477264,"8,47190167542653E+017"
280477264,480643825
280477264,16211142
280477264,2773111
280477264,15398764
280477264,2648921
280477264,7617702
280477264,7542902
280477264,77908845
280477264,779627
280477264,9526842
280477264,1529078120
280477264,14695816
280477264,327779505
280477264,789969122
280477264,35150681
280477264,23554268
280477264,15446648
280477264,116041517
280477264,8104532
280477264,752133
280477264,15717973
280477264,8694172
280477264,4858563561
280477264,"8,91060206033097E+017"
280477264,15075911
280477264,799616
280477264,3286770860
280477264,11547582
280477264,7056162
280477264,19244652
280477264,14509080
280477264,110244676
280477264,"7,17677139810718E+017"
280477264,591883
280477264,14139773
280477264,90286855
280477264,20410251
280477264,23863969
280477264,"8,20367095120548E+017"
280477264,70703518
280477264,625093
280477264,5676102
280477264,35209610
280477264,14137772
280477264,14351413
280477264,1541
280477264,2175647936
280477264,99528392
280477264,48843
280477264,22572168
280477264,4997711
280477264,14297174
280477264,92623
280477264,17518412
280477264,32167968
280477264,15804774
280477264,755070
280477264,12691112
280477264,594121498
280477264,267268573
280477264,107471115
280477264,"7,23010754530566E+017"
280477264,5435752
280477264,1721283534
280477264,14431173
280477264,2291039762
280477264,668423
280477264,17465603
280477264,498275969
280477264,13895242
280477264,23236131
280477264,63819362
280477264,4874289952
280477264,705153
280477264,15662351
280477264,18966808
280477264,121553091
280477264,149652410
280477264,10368692
280477264,61127825
280477264,38730763
280477264,22545571
280477264,18374969
280477264,553966466
280477264,16696636
280477264,40465511
280477264,18380894
280477264,4759631
280477264,16027672
280477264,10688472
280477264,14816103
280477264,1525989607
280477264,6004762
280477264,8980232
280477264,21991158
280477264,2384071
280477264,10184292
280477264,14898461
280477264,793351
280477264,17541046
280477264,919464055
280477264,389681470
280477264,91934904
280477264,13071522
280477264,80905225
280477264,683723
280477264,108209516
280477264,22444948
280477264,863095946
280477264,428058083
280477264,21771952
280477264,3565601
280477264,326511843
280477264,22641783
280477264,252730753
280477264,2423532368
280477264,15814301
280477264,29789072
280477264,9714232
280477264,3058771
280477264,14804579
280477264,8719472
280477264,14421746
280477264,6998432
280477264,848901
280477264,9720922
280477264,14614648
280477264,16185413
280477264,10206972
280477264,239581027
280477264,2233329924
280477264,8692942
280477264,17991558
280477264,22564445
